artist,artist_mbid,album,album_mbid,track,track_mbid,timestamp,datetime
Aetherian,d109fccb-7894-4de2-a0d9-4bdc11dd5caf,The Untamed Wilderness,1720938e-5dba-447a-942b-39f07cd4497c,The Rain,3f08d1ae-6657-48f5-9402-3066ddd88af2,1606081747,2020-11-22 21:49:07
Sonata Arctica,319b1175-ced9-438f-986b-9239c3edd92d,Ecliptica,1758a6fb-b2b6-4cc7-b27d-07d9015953aa,FullMoon,0186a8e4-86a6-3267-924d-b6c76c1d9c4b,1606081324,2020-11-22 21:42:04
Insomnium,c1f8e226-75ea-4fe6-83ce-59c122bcbca4,Shadows Of The Dying Sun,58941163-302b-4f4c-b66f-56ed96a4def4,While We Sleep,39650fc7-91ab-4a1d-9163-e561bad20009,1606080910,2020-11-22 21:35:10
Vicky Psarakis & Quentin Cornet,,,,Only For The Weak,,1606080590,2020-11-22 21:29:50
CHON,d7235f31-229a-4c04-abca-14e0fbcba26e,Grow,b51327e5-9771-4d21-8c12-ade48d01712d,Story,539a8588-97c9-4af9-a6e5-3a6feb2d8166,1606080330,2020-11-22 21:25:30
CHON,d7235f31-229a-4c04-abca-14e0fbcba26e,Grow,b51327e5-9771-4d21-8c12-ade48d01712d,Splash,03976ccf-8348-4f31-9d83-345779e20f7b,1606080140,2020-11-22 21:22:20
CHON,,,,Bubble Dream (Guitar Playthrough),,1606079918,2020-11-22 21:18:38
Polyphia,344bfb00-27f0-4ff2-b96b-048ed1c6a968,Renaissance,7f0fbf6d-4f40-47be-8379-6f4c948f4600,Nightmare,59cf7a0c-8f7b-4dfb-96da-81a53827326e,1606079672,2020-11-22 21:14:32
Polyphia,344bfb00-27f0-4ff2-b96b-048ed1c6a968,Muse,65c053d1-03b7-48cb-82a9-e7dd81362ecc,James Franco,9daf8aa0-fe97-472c-bbfd-79ecd4e98328,1606079462,2020-11-22 21:11:02
Polyphia,344bfb00-27f0-4ff2-b96b-048ed1c6a968,Renaissance,7f0fbf6d-4f40-47be-8379-6f4c948f4600,Crush,3d0f8c20-f9da-42f4-ab59-fc3992142b8c,1606079212,2020-11-22 21:06:52
Polyphia,344bfb00-27f0-4ff2-b96b-048ed1c6a968,Renaissance,7f0fbf6d-4f40-47be-8379-6f4c948f4600,Euphoria,23cae386-9cb2-4bea-b569-5edc1ffc581f,1606078966,2020-11-22 21:02:46
CHON,d7235f31-229a-4c04-abca-14e0fbcba26e,Homey,55063ae9-a6c2-443c-bdf6-e412e5e1ce9e,Waterslide,32204bb6-e8e9-489e-9fcf-93d07ea4c613,1606078746,2020-11-22 20:59:06
Parcels,,,,Lightenup,,1606078395,2020-11-22 20:53:15
Parcels,,,,Tieduprightnow,,1606078126,2020-11-22 20:48:46
The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0,Angles,27d4ace4-df6a-388d-975a-0d8ffd908e57,Call Me Back,1920f704-67a6-379e-a169-e3541d796ece,1606077920,2020-11-22 20:45:20
The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0,Future Present Past,2a28ca0b-e101-4cc7-9b6c-fd3387d43ed8,Oblivius,3a9ab9aa-ef76-462c-b743-e489bbcda6fc,1606077629,2020-11-22 20:40:29
The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0,Future Present Past,2a28ca0b-e101-4cc7-9b6c-fd3387d43ed8,Threat Of Joy,89c79068-eabc-465a-a07c-bb5c6312f524,1606077325,2020-11-22 20:35:25
The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0,First Impressions of Earth,04d947c3-83c8-3d12-96cd-802c64aea532,You Only Live Once,098d9d7f-6c0d-36a9-921d-d3b5617f2c55,1606077134,2020-11-22 20:32:14
The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0,Someday,15a86373-3a2f-41f9-bc42-233217d6ff1f,Someday,0000068e-0b79-4b50-a04e-a7c5aed44cd7,1606076946,2020-11-22 20:29:06
The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0,Bad Decisions,c3fe77cf-5896-4090-8633-c239af73546c,Bad Decisions,3c0507a2-26a1-49a2-b26e-9202b6c69f6f,1606076605,2020-11-22 20:23:25
Insomnium,c1f8e226-75ea-4fe6-83ce-59c122bcbca4,In the Halls of Awaiting,1a3ad3f7-937e-45dc-bb34-cc133f2215ff,The Elder,27b7b8c3-d870-43f1-b082-6ad2e8596b63,1606067898,2020-11-22 17:58:18
Omnium Gatherum,9319e8ca-75f1-4d43-acba-eb31c9f1c38e,The Burning Cold,89c1206e-ae48-427f-9c05-9be681ecd7fb,Refining Fire,1079616e-1279-4bc9-9606-c52122f2039b,1606066352,2020-11-22 17:32:32
Be'lakor,bc9ffd36-64be-4d41-8034-473f4b524159,Stone's Reach,0072f2fa-42c4-4303-8437-c5fa46aa6606,Held in Hollows,8c5381d5-aa81-3426-ab5d-27c5656d6eb5,1606065803,2020-11-22 17:23:23
Children of Bodom,,Follow the Reaper,1de8f684-73c7-4afd-a0e4-80f4123dd07b,Hate Me,,1606065404,2020-11-22 17:16:44
Mors Principium Est,8d08484c-c532-457a-a04c-2510da38744e,Seven,81626a67-e849-4f16-b585-54acd83dbe07,March To War,e1d0ab1a-514f-47bd-a4a4-0f4339d476f7,1606065105,2020-11-22 17:11:45
Ghost,,Prequelle,,Dance Macabre,028efb9b-963b-4f39-9b52-b0a82b233ab3,1606064884,2020-11-22 17:08:04
The Interrupters,f8ed032c-0d34-4ae6-a069-91417097509e,She's Kerosene,bbec35c0-ca54-4857-b89d-bfaa1768c709,She's Kerosene,126a1d95-f378-440a-a3ab-8d2653f396f8,1605998081,2020-11-21 22:34:41
The Interrupters,f8ed032c-0d34-4ae6-a069-91417097509e,Say It Out Loud,6c2f48d6-deee-4770-912e-2def3356fc3e,She Got Arrested,310a9063-0ef9-4739-a183-2d1be28f9afc,1605997871,2020-11-21 22:31:11
Insomnium,c1f8e226-75ea-4fe6-83ce-59c122bcbca4,Valediction,2470882b-edd8-4bbb-88ef-584590114f26,Valediction,0da0ff2f-4137-4259-8b65-5c7a31a437db,1605997556,2020-11-21 22:25:56
Insomnium,c1f8e226-75ea-4fe6-83ce-59c122bcbca4,Shadows Of The Dying Sun,58941163-302b-4f4c-b66f-56ed96a4def4,While We Sleep,39650fc7-91ab-4a1d-9163-e561bad20009,1605997147,2020-11-21 22:19:07
Insomnium,c1f8e226-75ea-4fe6-83ce-59c122bcbca4,Heart Like a Grave (Bonus Tracks Version),,Heart Like a Grave,13a05a5a-466d-4060-8fe9-1bddb3128643,1605996705,2020-11-21 22:11:45
Morgan Page,,The Longest Road,3f1f0d01-c0e5-4b72-b9dd-e7bf49a360c8,The Longest Road - deadmau5 Remix Edit,,1605981537,2020-11-21 17:58:57
Kaskade,29ed4a49-fb99-4a5c-8713-609cabe6f34a,Beneath with Me (feat. Skylar Grey),,Beneath with Me (feat. Skylar Grey),,1605974855,2020-11-21 16:07:35
deadmau5,4a00ec9d-c635-463a-8cd4-eb61725f0c60,The Veldt,1d5ecbd9-1e98-4609-9ed5-b92017882d00,The Veldt - Radio Edit,1c3f8d9a-c0de-4b3d-a711-617168b90c25,1605974626,2020-11-21 16:03:46
The Pigeon Detectives,2e04a82f-9118-43b1-a918-bf84f122f7fc,Wait For Me,433f038a-f5e1-393d-b9e1-9ff173202b1a,I Can't Control Myself,04e1485a-d78c-4bdd-b728-bdb929525fc3,1605974257,2020-11-21 15:57:37
The Cinematics,,A Strange Education,15cb3b91-8377-4a26-8fb4-4cb2d19376a7,A Strange Education,319a00ce-ba3f-4640-8146-2124c7d6c0d4,1605973914,2020-11-21 15:51:54
The Holloways,ed0c90ee-4cc0-4928-8f61-93dbd7869eb9,So This Is Great Britain?,1ee0f113-0396-4a27-aaec-9782371f7a93,Dancefloor,0f4f748b-7523-37b9-8f9b-0b67743977a0,1605973676,2020-11-21 15:47:56
Look See Proof,09031726-e342-454f-b48a-8c5824b3827f,Tell Me Tell Me Tell Me,,Start Again,21da642b-2c7d-30fc-8401-68b93087196c,1605973676,2020-11-21 15:47:56
Look See Proof,09031726-e342-454f-b48a-8c5824b3827f,Tell Me Tell Me Tell Me,,Start Again,21da642b-2c7d-30fc-8401-68b93087196c,1605973523,2020-11-21 15:45:23
The Pigeon Detectives,2e04a82f-9118-43b1-a918-bf84f122f7fc,Wait For Me,433f038a-f5e1-393d-b9e1-9ff173202b1a,I'm Not Sorry,0817672e-e8f4-3479-85c1-be1ea8684f2d,1605973301,2020-11-21 15:41:41
The Pigeon Detectives,2e04a82f-9118-43b1-a918-bf84f122f7fc,Wait for Me (10th Anniversary Deluxe Edition),f1d553de-cc83-49cd-9a45-050294c20d47,You Better Not Look My Way,0bf17167-5760-3e96-9bc2-fb42eaedb739,1605973034,2020-11-21 15:37:14
The Pigeon Detectives,2e04a82f-9118-43b1-a918-bf84f122f7fc,Wait For Me,433f038a-f5e1-393d-b9e1-9ff173202b1a,Take Her Back,1551267e-8b3d-3c8b-8504-ccf628accc95,1605972836,2020-11-21 15:33:56
TotorRo,7a904d08-e3d4-4766-a1be-ee0c520f6515,,,Come To Mexico,c282a98d-76ed-4ecf-afbd-646674f3f509,1605969340,2020-11-21 14:35:40
1,,,,Home Alone,,1605967351,2020-11-21 14:02:31
Cercle,,,,Einmusik b2b Jonas Saalbach live at Preikestolen in Norway for Cercle,,1605959933,2020-11-21 11:58:53
Joris Delacroix,,,,Aiguilhe,,1605959564,2020-11-21 11:52:44
Omnium Gatherum,9319e8ca-75f1-4d43-acba-eb31c9f1c38e,Grey Heavens,3bc84b99-88db-4bee-8d23-93c2bc8554b5,Majesty and Silence,65c10cf0-21a4-40b2-a605-17c743c04a51,1605920765,2020-11-21 01:06:05
Eluveitie,8000598a-5edb-401c-8e6d-36b167feaf38,The Sacrament Of Sin (Deluxe Version),,Nata Vimpi Cvrmid / Ira Sancti (When the Saints Are Going Wild),2757128c-55c8-483d-b56e-0458a570dcd5,1605920401,2020-11-21 01:00:01
Eluveitie,8000598a-5edb-401c-8e6d-36b167feaf38,Evocation I - The Arcane Dominion,,Brictom,0172e0b3-d1c5-36d9-bba3-8bf92b7c20bc,1605920138,2020-11-21 00:55:38
Eluveitie,8000598a-5edb-401c-8e6d-36b167feaf38,Helvetios,2ba162ca-47e5-431b-b5a7-260740850cdf,Alesia,1884bc87-97f3-4b66-b622-8aea34104260,1605919894,2020-11-21 00:51:34
Eluveitie,8000598a-5edb-401c-8e6d-36b167feaf38,Slania,18e666de-0cb9-4840-a78c-7f5a25812686,Inis Mona,032dcdba-a46d-3cd8-8b7a-e0b86bff2ce5,1605919645,2020-11-21 00:47:25
Jinjer,51b37017-859c-465e-8810-2d2dd41a401e,King of Everything,2c9b8275-d352-4e10-949c-5df1629bc128,Under the Dome,23dcf30d-9450-4e07-854c-5d5391faaf05,1605919251,2020-11-21 00:40:51
Jinjer,51b37017-859c-465e-8810-2d2dd41a401e,King of Everything,2c9b8275-d352-4e10-949c-5df1629bc128,Dip a Sail,4eb9574d-9bcb-4e91-8664-f6e287a3b2cb,1605918997,2020-11-21 00:36:37
Jinjer,51b37017-859c-465e-8810-2d2dd41a401e,No Hoard of Value,98b9911c-b6c7-47ca-8a62-ce005c3c00f2,No Hoard of Value,2c5c9758-c4fd-441b-a0c1-cbc42ac97da5,1605918711,2020-11-21 00:31:51
Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,"Garage, Inc.",,Whiskey in the Jar,008db0d9-80a3-4b15-9783-9a81f9e09b57,1605915802,2020-11-20 23:43:22
Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Master of Puppets,03e4ebe1-0a44-411c-8e19-78e0768603f8,Master of Puppets,00499db9-73db-36dd-94cd-2ec98c524ffb,1605915291,2020-11-20 23:34:51
Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47,Animals,09e08f00-80f7-41cf-abdd-6af3e3bb2dd2,Pigs (Three Different Ones),0374bbb8-09ec-3ff1-80d5-0bb9e0e644dc,1605914608,2020-11-20 23:23:28
2112,,,,Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle: The Dream /...,,1605913375,2020-11-20 23:02:55
Rush,534ee493-bfac-4575-a44a-0ae41e2c3fe4,Permanent Waves,183463e5-5d79-3084-8589-caaa22dcc20f,The Spirit of Radio,00869386-d75c-4004-b1f8-cba4ae38efa3,1605913074,2020-11-20 22:57:54
Rush,534ee493-bfac-4575-a44a-0ae41e2c3fe4,Moving Pictures,03e9d5ad-790e-3cdd-b51f-38fb4892cb13,Tom Sawyer,001946c9-cfcc-326a-9493-2d92e34e5c1c,1605912769,2020-11-20 22:52:49
The Stone Roses,b5fa29f1-6c22-4321-a488-b5f363b06b06,The Stone Roses,0a556e03-5715-3e98-874d-fb09029e2752,Waterfall,033e0fed-9f6a-3f99-bc31-3530a9bfdf77,1605912480,2020-11-20 22:48:00
Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,"Whatever People Say I Am, That's What I'm Not",3cb5aa1c-03eb-398f-8a86-aa262cb9eef5,A Certain Romance,02208fa0-784a-3162-8b4a-6b6b5167661a,1605912082,2020-11-20 22:41:22
The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0,The New Abnormal,23f4027a-86db-4e28-bd78-ea078dbc6068,Ode to the Mets,28d078b7-9ce7-4c1f-95cf-f6f85d556eca,1605911727,2020-11-20 22:35:27
Rey Pila,9ec744e5-ad78-43ee-b58d-aa44f5edb12a,The Future Sugar,a612ab98-c304-4b8b-b378-95b4b820694c,Surveillance Camera,feb1af71-7c2a-4221-aa95-6ed4105e2262,1605911482,2020-11-20 22:31:22
Rey Pila,9ec744e5-ad78-43ee-b58d-aa44f5edb12a,Velox Veritas,,Dark Paradise,,1605911122,2020-11-20 22:25:22
New Order,,Singles (2016 Remaster),,Blue Monday - 2016 Remaster,,1605903693,2020-11-20 20:21:33
Morrissey,013fa897-86db-41d3-8e9f-386c8a34f4e6,Years of Refusal,5a3b705f-7d31-416f-9544-c9fa7b43b79e,Something Is Squeezing My Skull,353cd0b2-446d-3853-9107-d2b852baf19b,1605895317,2020-11-20 18:01:57
Joy Division,,Unknown Pleasures,0f55dca9-b076-4fe6-a028-6e5cf85a4f92,Disorder - 2007 Remaster,,1605895109,2020-11-20 17:58:29
Kim Carnes,600c5212-a8e6-458e-bd3f-78b6fbfe329a,Bette Davis Eyes,414a33fd-0daa-49c7-9ca9-9c9809f8cad5,Bette Davis Eyes,0048649b-5518-3ac6-bdea-ce4ea805e333,1605894848,2020-11-20 17:54:08
Iggy Pop,f37b3f31-b1f8-4b88-8cb5-b34f709b17d7,Brick By Brick,10b33123-b36b-437e-bd80-cf71517b82b8,Candy,0a05a666-95d7-4643-aac8-b0afbb112947,1605894587,2020-11-20 17:49:47
David Bowie,,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),,Starman - 2012 Remaster,,1605894587,2020-11-20 17:49:47
David Bowie,,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),,Starman - 2012 Remaster,,1605894327,2020-11-20 17:45:27
David Bowie,,Diamond Dogs (2016 Remaster),,Rebel Rebel - 2016 Remaster,,1605894327,2020-11-20 17:45:27
David Bowie,,Diamond Dogs (2016 Remaster),,Rebel Rebel - 2016 Remaster,,1605894052,2020-11-20 17:40:52
David Bowie,,Heroes (1999 Remaster),,Heroes - 2017 Remaster,,1605893666,2020-11-20 17:34:26
Mouse on the Keys,6a8744ac-5206-4d4d-84f0-78fc06924a8f,,,an anxious object,,1605840986,2020-11-20 02:56:26
Mouse on the Keys,6a8744ac-5206-4d4d-84f0-78fc06924a8f,,,an anxious object,,1605840091,2020-11-20 02:41:31
Mouse on the Keys,6a8744ac-5206-4d4d-84f0-78fc06924a8f,,,an anxious object,,1605839518,2020-11-20 02:31:58
Mouse on the Keys,6a8744ac-5206-4d4d-84f0-78fc06924a8f,An Anxious Object,1b37210b-50fb-4f3f-8e0c-9d1b89dfe240,Seiren,3d302eae-96ff-3e40-986f-1b80a79adeee,1605839221,2020-11-20 02:27:01
Children of Bodom,f57e14e4-b030-467c-b202-539453f504ec,Hexed (Deluxe Version),,Say Never Look Back,6d116847-5d0d-4882-aed1-366feb078bd2,1605835222,2020-11-20 01:20:22
Children of Bodom,f57e14e4-b030-467c-b202-539453f504ec,Hexed (Deluxe Version),,Say Never Look Back,6d116847-5d0d-4882-aed1-366feb078bd2,1605834959,2020-11-20 01:15:59
Children of Bodom,f57e14e4-b030-467c-b202-539453f504ec,Hatebreeder,35bb4a64-5a5b-35d4-8789-5417ef872ab8,Downfall,073f413b-b7f5-3c2d-aa48-0f608213fdae,1605834670,2020-11-20 01:11:10
Children of Bodom,,Follow the Reaper,1de8f684-73c7-4afd-a0e4-80f4123dd07b,Hate Me,,1605834384,2020-11-20 01:06:24
Children of Bodom,f57e14e4-b030-467c-b202-539453f504ec,Are You Dead Yet?,0c087098-f0ef-4291-b12f-55305d11cfc2,If You Want Peace... Prepare For War,1e9d3e44-4693-3374-b120-791c87ec41a3,1605834116,2020-11-20 01:01:56
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Orphans,2c970291-04ef-4429-96d2-c35ddcd55f73,Orphans,10b4c61d-1b1d-4cf1-9254-442d3f1899cf,1605833317,2020-11-20 00:48:37
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Eye of Providence,00dea249-bec8-49f3-92bc-e0f38f6e4127,Gates of Horn and Ivory,23ed0a5f-0397-423a-949b-86034a1c1a54,1605833050,2020-11-20 00:44:10
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Orphans,2c970291-04ef-4429-96d2-c35ddcd55f73,Mr. Cold,1ff7e1dc-3fce-4ad0-84e1-e8662bafb32e,1605832770,2020-11-20 00:39:30
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Orphans,2c970291-04ef-4429-96d2-c35ddcd55f73,Dust to Dust,2b447099-6b20-4a05-bfd6-71d72565b594,1605832566,2020-11-20 00:36:06
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Five,307de01b-4b2f-4190-a25b-67fa83bb1c53,Take Me To Church,37eade1f-a0e8-41f4-b464-a3f80a7f728d,1605832287,2020-11-20 00:31:27
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Orphans,2c970291-04ef-4429-96d2-c35ddcd55f73,The Gift of Silence,78955dc5-cef6-4cf9-b890-9a12eee12cbe,1605832287,2020-11-20 00:31:27
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Five,307de01b-4b2f-4190-a25b-67fa83bb1c53,Take Me To Church,37eade1f-a0e8-41f4-b464-a3f80a7f728d,1605832059,2020-11-20 00:27:39
The Agonist,,Lullabies Of The Dormant Mind,,"The Tempest (the Siren's Song, The Banshee's Cry)",,1605831773,2020-11-20 00:22:53
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Prisoners,127b850a-735c-4969-be41-cea1bcd3029e,You're Coming With Me,2d664849-9e1d-39dc-afe6-a6dd1fd30873,1605831432,2020-11-20 00:17:12
Cercle,,,,"Joris Delacroix live @ Rooftop Piscine Molitor in Paris, France for Cercle",,1605816838,2020-11-19 20:13:58
Cercle,,,,Christian Löffler live @ Fontaine de Vaucluse in France for Cercle,,1605811863,2020-11-19 18:51:03
Christian Löffler,,,,Ronda,,1605811480,2020-11-19 18:44:40
Joris Delacroix,,,,Aiguilhe,,1605811325,2020-11-19 18:42:05
Cercle,,,,Ben Böhmer live above Cappadocia in Turkey for Cercle,,1605666185,2020-11-18 02:23:05
Ghost,,De Afrekening 65,,Rats,032f0dbf-c427-4bae-93f4-2850b5d556ea,1605580445,2020-11-17 02:34:05
Ghost,,Meliora,5ad39802-a528-4063-b18d-4dee85f4f479,Cirice,0f83ebb7-7853-49bf-a361-06a09f75ffe6,1605579170,2020-11-17 02:12:50
Ghost,,Popestar,55d2f81b-426d-4153-9936-17840fc6f448,Square Hammer,0cb9af9d-3d61-45c3-8b0b-305ab68477b6,1605578921,2020-11-17 02:08:41
Ghost,,Dance Macabre,,Dance Macabre,028efb9b-963b-4f39-9b52-b0a82b233ab3,1605578680,2020-11-17 02:04:40
Vicky Psarakis & Cody Johnstone,,,,My Curse,,1605578053,2020-11-17 01:54:13
Vicky Psarakis & Quentin Cornet,,,,Only For The Weak,,1605577070,2020-11-17 01:37:50
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Orphans,2c970291-04ef-4429-96d2-c35ddcd55f73,As One We Survive,334e8275-0abb-48a4-8121-8df9e8f3a6fe,1605563545,2020-11-16 21:52:25
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Orphans,2c970291-04ef-4429-96d2-c35ddcd55f73,In Vertigo,3aa1b304-3e9d-4aa1-84dc-c5f843bb342c,1605563242,2020-11-16 21:47:22
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Prisoners,127b850a-735c-4969-be41-cea1bcd3029e,Panophobia,aec9f43f-c544-379a-933e-7b04b24fdfde,1605562999,2020-11-16 21:43:19
Jinjer,,,,Perennial (Live at Wacken Open Air 2019),,1605562377,2020-11-16 21:32:57
Jinjer,,,,Judgement (& Punishment) - Tatiana Shmayluk - One Take Vocal Performance,,1605562110,2020-11-16 21:28:30
Jinjer,,,,Pisces (Live Session),,1605561801,2020-11-16 21:23:21
The Agonist,d6d9ec73-d0dd-4066-944c-20d4a6d6c7c7,Orphans,2c970291-04ef-4429-96d2-c35ddcd55f73,Orphans,10b4c61d-1b1d-4cf1-9254-442d3f1899cf,1605559147,2020-11-16 20:39:07
Garasxetia Vigdorcik,,,,The Agonist Orphans,,1605557996,2020-11-16 20:19:56
